symbol,gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,biotype
PLEC,ENSG00000178209,34128.52269329619,0.14002615032748184,0.20560916516622002,0.6810306836968133,0.4958520753694301,0.999963851841025,protein_coding
MT-ND1,ENSG00000198888,32666.46314571108,-0.22848322348582928,0.41723229930583755,-0.5476163371483079,0.5839553692555663,0.999963851841025,protein_coding
SLC7A5,ENSG00000103257,32124.89879550203,-0.2278080374139501,0.16862433210018593,-1.350979627771637,0.1767019586957675,0.999963851841025,protein_coding
AHNAK,ENSG00000124942,31850.44388358,0.1874410565170739,0.3321315769836135,0.5643578313733227,0.572510631015421,0.999963851841025,protein_coding
LOXL2,ENSG00000134013,31708.254031256827,0.25532780019362905,0.1996043877469662,1.2791692761649214,0.2008374525651251,0.999963851841025,protein_coding
ITGB1,ENSG00000150093,30063.407281154654,-0.16928460282267357,0.11560297025396128,-1.464362052729115,0.14309505069689601,0.999963851841025,protein_coding
RPL13A,ENSG00000142541,29444.062348568117,0.20509698860147524,0.1635222448484655,1.2542451872009013,0.20975290012492395,0.999963851841025,protein_coding
SPARC,ENSG00000113140,29252.141741008953,0.4449973145857698,0.21685709970265196,2.0520301857579804,0.04016672891614639,0.999963851841025,protein_coding
SERPINE1,ENSG00000106366,28820.481029317223,0.10011160266636863,0.5921802422224393,0.16905596561386788,0.8657526206593217,0.999963851841025,protein_coding
P4HB,ENSG00000185624,27842.026924672406,0.03884856096394758,0.06320700844237499,0.614624262740821,0.5388028873956721,0.999963851841025,protein_coding
HSP90AA1,ENSG00000080824,27289.083613814564,0.11797480268185387,0.16624586719439782,0.7096405142144153,0.4779270891567964,0.999963851841025,protein_coding
RPL8,ENSG00000161016,27017.176561205764,-0.07693118892804611,0.16103269067262302,-0.47773646833266936,0.6328377846146809,0.999963851841025,protein_coding
TUBB,ENSG00000196230,26790.56269532724,-0.08069684020084535,0.2793927578483195,-0.2888293913640207,0.7727119391435198,0.999963851841025,protein_coding
HLA-B,ENSG00000234745,27011.217855635103,0.12089617427868991,0.09188303431856616,1.3157616656360387,0.18825404950226504,0.999963851841025,protein_coding
RPLP0,ENSG00000089157,26506.54832104444,-0.06971487745826642,0.13347048619333235,-0.5223242939063265,0.601444557100747,0.999963851841025,protein_coding
RPL4,ENSG00000174444,25990.705548919217,0.010189614193077632,0.0992734545610658,0.10264188184173366,0.9182472014610642,0.999963851841025,protein_coding
B2M,ENSG00000166710,25938.909471215255,0.17330639424982464,0.11322501180003113,1.5306370164562615,0.12585912788565778,0.999963851841025,protein_coding
HLA-C,ENSG00000204525,25549.98304714345,0.161892020448124,0.10964370281524081,1.4765282117562752,0.1398021474590827,0.999963851841025,protein_coding
THBS1,ENSG00000137801,25191.18225577309,-0.058911874486029976,0.20038734015311133,-0.2939900017686585,0.7687655433924838,0.999963851841025,protein_coding
FSTL1,ENSG00000163430,24628.789278132197,0.17960449907682105,0.39020208759044567,0.46028584876596845,0.6453110572986642,0.999963851841025,protein_coding
AXL,ENSG00000167601,24312.909137617502,0.2320012212515819,0.07754268194168953,2.9919163929104484,0.0027723217703230526,0.36197874711227235,protein_coding
RPL10,ENSG00000147403,24020.57127566752,-0.09836434384392016,0.22381625551952802,-0.43948704090144985,0.6603086700002091,0.999963851841025,protein_coding
ITGA3,ENSG00000005884,24251.288727257062,0.19330414423664982,0.3184057744004669,0.6070999955972104,0.5437845531033869,0.999963851841025,protein_coding
GNAS,ENSG00000087460,23548.00286686922,0.09289417837396803,0.14321750429866917,0.648623077387554,0.5165820353531854,0.999963851841025,protein_coding
CANX,ENSG00000127022,23441.87682125685,-0.03246725352263103,0.09723839176854758,-0.3338933617897698,0.7384600291433204,0.999963851841025,protein_coding
AGRN,ENSG00000188157,23226.143637463025,0.3036310080741144,0.25178140741982896,1.205931014468553,0.22784409090429902,0.999963851841025,protein_coding
HSPA8,ENSG00000109971,22800.556917138965,-0.08152833245076804,0.15518962781691376,-0.525346529904381,0.5993423168630913,0.999963851841025,protein_coding
CALR,ENSG00000179218,22794.33520826144,0.049920444300599755,0.08238249970416293,0.6059593297103752,0.544541760342278,0.999963851841025,protein_coding
RPL3,ENSG00000100316,22729.284182049665,-0.012817476193494243,0.0955678945698783,-0.13411906007955665,0.8933084280457888,0.999963851841025,protein_coding
PSAP,ENSG00000197746,22825.006773296667,0.08090130273179749,0.14262636908804788,0.567225424366335,0.5705610366546554,0.999963851841025,protein_coding
RPS2,ENSG00000140988,22115.030723723525,-0.03741325863256836,0.10300715740510653,-0.3632102814509238,0.7164478078439551,0.999963851841025,protein_coding
HSP90AB1,ENSG00000096384,21964.881400322934,0.08844684461987025,0.16169817636323763,0.5469872735063127,0.5843874754739775,0.999963851841025,protein_coding
FLNB,ENSG00000136068,21183.658142586955,-8.206507568632986e-5,0.18499719397342096,-4.436017321328689e-4,0.999646057038394,0.999963851841025,protein_coding
RACK1,ENSG00000204628,20798.490309359982,-0.02429918225374422,0.10732555823291641,-0.22640629737988854,0.8208854304874351,0.999963851841025,protein_coding
MDM2,ENSG00000135679,20706.695321327683,-0.20932280179145643,1.0974714238715033,-0.1907318926382951,0.8487356506445797,0.999963851841025,protein_coding
TMSB4X,ENSG00000205542,20242.30107084368,0.1178509578368742,0.16407613837430962,0.7182699386063003,0.47259086189573285,0.999963851841025,protein_coding
PPIA,ENSG00000196262,20132.414273390717,0.0627851433240392,0.12913409544956883,0.4862011315095237,0.6268245691890167,0.999963851841025,protein_coding
DCBLD2,ENSG00000057019,19967.706351239325,0.1125989359606735,0.12832883279146906,0.8774250767451752,0.3802557974670147,0.999963851841025,protein_coding
RPS3,ENSG00000149273,19970.168584045783,0.15170212352957999,0.15746172171269474,0.9634222329054439,0.3353356733927773,0.999963851841025,protein_coding
RPL15,ENSG00000174748,19745.23504960643,-0.016896505183674998,0.13752827865787182,-0.1228584066387417,0.9022192227235947,0.999963851841025,protein_coding
LGALS1,ENSG00000100097,19801.530751855815,0.07715395002886492,0.17548892341324998,0.43965139524606345,0.660189610563972,0.999963851841025,protein_coding
MT-ND4L,ENSG00000212907,19542.20753099763,-0.12663665943738237,0.43144727304714714,-0.2935159574494377,0.769127804067741,0.999963851841025,protein_coding
SLC16A3,ENSG00000141526,19651.326026514143,-0.033003970178526375,0.22548923316364033,-0.14636605799521693,0.883632420506605,0.999963851841025,protein_coding
TPI1,ENSG00000111669,19425.45305633138,0.019973151740173577,0.33694609623452165,0.059276994045575286,0.9527314849786848,0.999963851841025,protein_coding
PABPC1,ENSG00000070756,19369.965475532004,0.06903183603770315,0.08632335757356804,0.7996889599535282,0.42389103093499214,0.999963851841025,protein_coding
LGALS3BP,ENSG00000108679,19359.83029857637,0.35551655670946053,0.05466844095010977,6.503140578563484,7.866022286838733e-11,3.731640972876295e-7,protein_coding
VIM,ENSG00000026025,19246.529126085556,-0.04140477952459779,0.13792959453675627,-0.30018778539629515,0.7640339215334282,0.999963851841025,protein_coding
FTL,ENSG00000087086,19153.22872880194,0.01987270618037579,0.15081794325332232,0.1317661927466845,0.8951692276235005,0.999963851841025,protein_coding
DYNC1H1,ENSG00000197102,18984.821632001247,0.10985576798887117,0.07613500780614497,1.4429074239880033,0.14904655155012492,0.999963851841025,protein_coding
LRP1,ENSG00000123384,18513.98448304355,-0.18898468890415476,0.3308792978797536,-0.5711590000195013,0.5678918676975266,0.999963851841025,protein_coding
PTPRF,ENSG00000142949,18371.19180164299,0.016778979824717703,0.2775710322129748,0.06044931883181355,0.9517977796965735,0.999963851841025,protein_coding
HNRNPA1,ENSG00000135486,18304.453095531608,0.06769812723753724,0.24083304530840066,0.2810998264413667,0.778633834283576,0.999963851841025,protein_coding
LAMC1,ENSG00000135862,18206.643517868717,-0.030564514765538533,0.08868190874241517,-0.34465332556514994,0.7303550112257364,0.999963851841025,protein_coding
HSP90B1,ENSG00000166598,18098.17538299337,0.08285661682054889,0.13486012205515716,0.6143893061780036,0.5389581006506419,0.999963851841025,protein_coding
HDLBP,ENSG00000115677,17508.118032383758,-0.040238521446052826,0.11904815429214559,-0.33800206047132,0.7353616350373937,0.999963851841025,protein_coding
NPM1,ENSG00000181163,17475.701471675977,0.10340256341979634,0.14435001318063306,0.7163322062908513,0.4737862447771669,0.999963851841025,protein_coding
RPS19,ENSG00000105372,17535.61196388347,0.1552156515617661,0.29266979807593563,0.5303439322478163,0.5958734921096145,0.999963851841025,protein_coding
PTRF,ENSG00000177469,17369.062449341724,0.23966160671100598,0.33257100054293903,0.7206329064162126,0.47113540228266615,0.999963851841025,protein_coding
PLOD2,ENSG00000152952,17028.559644933994,-0.21629552611946828,0.3258463036907786,-0.663796163005514,0.5068207818202882,0.999963851841025,protein_coding
YBX1,ENSG00000065978,16856.538896728056,-0.1789343835653982,0.25633574332469955,-0.6980469490700042,0.48514783346465584,0.999963851841025,protein_coding
TMSB10,ENSG00000034510,16841.48230970163,0.14375212006390906,0.25379812173803407,0.5664034039317575,0.5711195813219339,0.999963851841025,protein_coding
ACTN4,ENSG00000130402,16574.627152753364,-0.10336115460262581,0.18636977417127473,-0.5546025639739006,0.5791665348983804,0.999963851841025,protein_coding
APP,ENSG00000142192,16548.46392519401,0.04402497115219096,0.08800372177168492,0.5002626055567111,0.6168901809708083,0.999963851841025,protein_coding
TAGLN2,ENSG00000158710,16385.067978721763,-0.1118758475106972,0.153588172713116,-0.7284144705573629,0.46635990779802317,0.999963851841025,protein_coding
HNRNPA2B1,ENSG00000122566,16555.240760375305,0.2164517133131032,0.2957714148428873,0.7318209348529557,0.4642778694650956,0.999963851841025,protein_coding
RPSA,ENSG00000168028,16517.647962030635,0.11079324321274775,0.1296640593319402,0.8544637872944951,0.39284806582441467,0.999963851841025,protein_coding
RPL7A,ENSG00000148303,16132.709367866119,0.11441649261809213,0.13223229051842567,0.8652689306788418,0.3868911994787489,0.999963851841025,protein_coding
TMBIM6,ENSG00000139644,15890.033382485859,0.04647751190210415,0.08014248506202408,0.5799359960716735,0.5619577802801543,0.999963851841025,protein_coding
RPLP1,ENSG00000137818,15727.869332044576,0.039733631622559884,0.1289715699607221,0.3080805454617684,0.7580210442195144,0.999963851841025,protein_coding
CTSB,ENSG00000164733,15485.270224821259,0.03501959145016104,0.14050873965214,0.2492342578608254,0.80317958140349055,0.999963851841025,protein_coding
FTH1,ENSG00000167996,15078.376532519056,-0.5174828047605455,0.360850717941715,-1.4340633925082833,0.15155417336425872,0.999963851841025,protein_coding
EIF4G2,ENSG00000110321,15185.871621984605,0.0068352226097018205,0.08450484502584574,0.08088557061564071,0.9355329553431146,0.999963851841025,protein_coding
HSPG2,ENSG00000142798,15245.998557513647,-0.16281923499500497,0.37815316554183864,-0.43056425234919987,0.6667852384955111,0.999963851841025,protein_coding
HSPA5,ENSG00000044574,15105.313149538424,0.0493754822760774,0.12572890766248346,0.3927138411845971,0.6945308465601318,0.999963851841025,protein_coding
GANAB,ENSG00000089597,14735.785400384877,-0.05055441113458572,0.05347434529539605,-0.945395607095694,0.34445694407990085,0.999963851841025,protein_coding
PRKDC,ENSG00000253729,14736.436081159161,-0.037169185688572595,0.14896226478423785,-0.24952081483461427,0.8029579420683859,0.999963851841025,protein_coding
RPL6,ENSG00000089009,14438.906273861738,-0.09097510723780687,0.17769870780024635,-0.5119626831505905,0.6086771266895783,0.999963851841025,protein_coding
LMNA,ENSG00000160789,14545.195084426487,0.13894112953971224,0.15554149072513798,0.8932737425362552,0.3717105958071118,0.999963851841025,protein_coding
TPM4,ENSG00000167460,14351.623501747374,0.01903597282579081,0.1770453567488032,0.10752031668811043,0.9143762083646481,0.999963851841025,protein_coding
TPT1,ENSG00000133112,14268.902665351563,-0.12445491922977066,0.16442169969274462,-0.7569251471207267,0.4490947085763761,0.999963851841025,protein_coding
TLN1,ENSG00000137076,14298.070586250811,-0.06939978884999139,0.15028512750569137,-0.46178747026955935,0.6442337370577472,0.999963851841025,protein_coding
TNC,ENSG00000041982,14347.02806369703,-0.13941611139023982,0.24771341981614162,-0.562812105592493,0.573562836194215,0.999963851841025,protein_coding
DDX5,ENSG00000108654,14319.02232850317,0.05850191166229476,0.06081830044323714,0.9619129642877096,0.336093325744131,0.999963851841025,protein_coding
PTMA,ENSG00000187514,14188.594382127178,-0.11943994533841772,0.27233814223569824,-0.43857222626952863,0.6609715252009942,0.999963851841025,protein_coding
CLTC,ENSG00000141367,14144.613551436496,-0.08471516676949405,0.055753341967536035,-1.5194634757288963,0.12864587488554577,0.999963851841025,protein_coding
STC2,ENSG00000113739,14205.097191712744,-0.04166962907233673,0.29816756885703083,-0.1397523856537094,0.888855634734388,0.999963851841025,protein_coding
TUBA1B,ENSG00000123416,13707.557063945032,-0.09048043512306718,0.32135329965161413,-0.2815606225956258,0.7782804376425339,0.999963851841025,protein_coding
PSMD2,ENSG00000175166,13799.863595349745,0.08763576852915926,0.10932315511523197,0.8016212890744587,0.4227720589972519,0.999963851841025,protein_coding
ATP1A1,ENSG00000163399,13434.74631224523,-0.059486724061508955,0.0652596440853854,-0.9115392045913829,0.36201133864044327,0.999963851841025,protein_coding
KRT7,ENSG00000135480,13463.241203146681,0.0076136616382485025,0.21994319054423636,0.03461649173774805,0.9723855508760372,0.999963851841025,protein_coding
TUBB4B,ENSG00000188229,13379.650041800882,0.09286751523780083,0.2667674155972404,0.348121658823618,0.7277488190788284,0.999963851841025,protein_coding
CAV1,ENSG00000105974,13403.389239251474,0.12239487314058728,0.2843804596575032,0.4303912909065374,0.6669110294937128,0.999963851841025,protein_coding
CD24,ENSG00000272398,13347.96083128678,-0.10587180361128368,0.21423574019573388,-0.4941836666214292,0.6211764738484982,0.999963851841025,protein_coding
SLC38A2,ENSG00000134294,13258.67181134419,-0.02741736174406425,0.11089794063401688,-0.24723057603518955,0.8047297833723691,0.999963851841025,protein_coding
PLXNB2,ENSG00000196576,13306.415623264635,0.027157963084476315,0.22534252867761392,0.12051858672150532,0.9040723568822511,0.999963851841025,protein_coding
CD44,ENSG00000026508,13245.416688088333,-0.03578908089764913,0.4360420804965562,-0.08207712626472478,0.9345853823382001,0.999963851841025,protein_coding
PGK1,ENSG00000102144,13094.350433761683,-0.24646147809298458,0.382119416800393,-0.6449854868844003,0.5189365908236405,0.999963851841025,protein_coding
MT-ND6,ENSG00000198695,12980.442107709692,-0.5023074958848233,0.33807544177461357,-1.4857852237007474,0.13733593979756467,0.999963851841025,protein_coding
FLNC,ENSG00000128591,12963.284885631054,0.12171133150182405,0.2653042187776011,0.4587613874465075,0.6464055256349176,0.999963851841025,protein_coding
FAT1,ENSG00000083857,12677.191724451675,-0.12955068341932083,0.25111447369616513,-0.5159028928618034,0.6059222335222181,0.999963851841025,protein_coding
RPS8,ENSG00000142937,12573.702314156353,-0.12402261126883497,0.2080824503756787,-0.5960262917171563,0.5511576627991683,0.999963851841025,protein_coding
PGAM1,ENSG00000171314,12564.115121802499,-0.10044339443030408,0.2330701953810468,-0.430957696097045,0.6664991305309917,0.999963851841025,protein_coding
H3F3B,ENSG00000132475,12623.164520522952,0.04493592474706224,0.10577338142210292,0.4248320715751667,0.6709590961993734,0.999963851841025,protein_coding
ACTN1,ENSG00000072110,12471.861058571392,0.02137504102380531,0.09097972395586482,0.2349429091934216,0.8142530447967732,0.999963851841025,protein_coding
RPS6,ENSG00000137154,12515.43933679291,0.07578725520917566,0.11374526031254456,0.6662893469225052,0.5052261734900156,0.999963851841025,protein_coding
MT2A,ENSG00000125148,12461.54058807955,-0.07875337235914578,0.2768334496058854,-0.28447925086821413,0.7760431328701348,0.999963851841025,protein_coding
FBLN2,ENSG00000163520,12479.678882656115,0.08464563195837539,0.22019791046252993,0.38440706263095603,0.7006767666929511,0.999963851841025,protein_coding
KPNB1,ENSG00000108424,12370.83702670822,-0.04617894204231149,0.14916373003671277,-0.3095855945070946,0.75687611236979,0.999963851841025,protein_coding
YWHAZ,ENSG00000164924,12178.405692586071,-0.05798110771816936,0.20370959711665426,-0.28462629418959823,0.7759304642716474,0.999963851841025,protein_coding
YWHAQ,ENSG00000134308,12098.077044339116,-0.022411107003612072,0.10387521711610659,-0.21575027832251886,0.8291824075975218,0.999963851841025,protein_coding
RPN2,ENSG00000118705,12060.664715348723,-0.04700463675878467,0.2092300972924459,-0.22465523539419457,0.8222474913809815,0.999963851841025,protein_coding
RPL13,ENSG00000167526,12106.710718871023,0.20888561332854075,0.1462483674605068,1.4282936415338015,0.15320735723715034,0.999963851841025,protein_coding
GPX1,ENSG00000233276,12065.29865172402,0.15571276194651468,0.3586917308097058,0.43411305188165566,0.6642063480357926,0.999963851841025,protein_coding
RPL29,ENSG00000162244,11837.119279203163,-0.09338916156986717,0.33118949221511246,-0.2819810524339025,0.7779580389837442,0.999963851841025,protein_coding
CFL1,ENSG00000172757,11878.478371399271,-0.04207203185081231,0.12360942555736945,-0.3403626516433077,0.7335834411292794,0.999963851841025,protein_coding
APLP2,ENSG00000084234,11936.592528359886,0.15242339325855306,0.1112392854286558,1.3702298848037011,0.1706151522432641,0.999963851841025,protein_coding
HNRNPK,ENSG00000165119,11830.470636912736,-0.0342093239539314,0.13520616030438698,-0.25301601551968206,0.8002558371818395,0.999963851841025,protein_coding
HNRNPU,ENSG00000153187,11854.774743527183,0.10595185715010821,0.19555592251122916,0.5417982528451639,0.5879574951231101,0.999963851841025,protein_coding
WDR1,ENSG00000071127,11713.712180240787,-0.030455518975396962,0.09672090496035916,-0.3148804179187435,0.7528524501152821,0.999963851841025,protein_coding
NAP1L1,ENSG00000187109,11815.00711663602,0.21493959813579794,0.2021937460562947,1.0630378156006592,0.2877648025787589,0.999963851841025,protein_coding
DDX17,ENSG00000100201,11687.123547267214,0.018747874973055738,0.1398567334045748,0.13405057101414097,0.8933625853786499,0.999963851841025,protein_coding
CTNNA1,ENSG00000044115,11663.0754760201,-0.046233377568670284,0.11736729075210095,-0.3939204634647552,0.6936397617252981,0.999963851841025,protein_coding
RPS18,ENSG00000231500,11620.250563823685,-0.05509518012533085,0.29341290379498103,-0.18777354169749805,0.8510541774788765,0.999963851841025,protein_coding
RPL19,ENSG00000108298,11600.175405444235,-0.0810756371872942,0.22742114349802692,-0.3564999979344383,0.721466153637935,0.999963851841025,protein_coding
MYL6,ENSG00000092841,11617.028506854089,-0.013269340375586821,0.13004301786911315,-0.10203808395881941,0.9187264462014895,0.999963851841025,protein_coding
RHOA,ENSG00000067560,11649.090774293712,0.0892654824331303,0.1860990910974254,0.4796664073248945,0.6314646181148532,0.999963851841025,protein_coding
PFKP,ENSG00000067057,11628.895338700715,0.07611833353870474,0.08513184922096641,0.8941228721713025,0.37125615295165865,0.999963851841025,protein_coding
PRPF8,ENSG00000174231,11472.082219131335,-0.10242831321679018,0.13083637120227784,-0.7828733881531477,0.4337014662204573,0.999963851841025,protein_coding
RPL5,ENSG00000122406,11274.491780504386,-0.05443104115223309,0.14196548414191631,-0.3834103865543888,0.7014155033275922,0.999963851841025,protein_coding
ADAM9,ENSG00000168615,11325.426623192288,0.2007364201502524,0.20117160885108099,0.9978367290329186,0.3183585367088897,0.999963851841025,protein_coding
SRRM2,ENSG00000167978,11171.744724703429,-0.13249027602965704,0.1702756626229039,-0.7780928524299614,0.4365142760999978,0.999963851841025,protein_coding
TRIM28,ENSG00000130726,11348.789766796277,0.2972666189848564,0.24937973984943781,1.1920239357228062,0.23325186006582754,0.999963851841025,protein_coding
RPS16,ENSG00000105193,11168.6596962809,0.04268762945553881,0.11134924855858579,0.3833670187103145,0.7014476540025723,0.999963851841025,protein_coding
TUBB6,ENSG00000176014,11092.76123377407,0.0928991373164597,0.11141706928356171,0.8337962747882642,0.4043957948908404,0.999963851841025,protein_coding
CLIC4,ENSG00000169504,11074.853439411052,0.018178029666788918,0.16578747299912405,0.1096465814813702,0.9126896666652191,0.999963851841025,protein_coding
RPL28,ENSG00000108107,11040.96234365899,-0.008684752989250671,0.2161007803632511,-0.040188438813835735,0.9679428946750384,0.999963851841025,protein_coding
SLC3A2,ENSG00000168003,11112.553413494446,0.0341611659165053,0.15476163609227317,0.22073407065907127,0.8252995011681212,0.999963851841025,protein_coding
NDST1,ENSG00000070614,11032.221878917555,-0.03926459810965332,0.27678322234287334,-0.14186047036121702,0.8871902185471974,0.999963851841025,protein_coding
RPS14,ENSG00000164587,11087.855848031899,0.2372254785223716,0.17456885403069233,1.3589221275443735,0.1741712662416379,0.999963851841025,protein_coding
CYR61,ENSG00000142871,11000.680523458816,0.21537284697843656,0.12859005047303082,1.6748795586141145,0.09395786504402548,0.999963851841025,protein_coding
CSDE1,ENSG00000009307,10922.6635715751,-0.11158132218253951,0.10475610343864493,-1.0651534232360225,0.2868065069914253,0.999963851841025,protein_coding
CXCL8,ENSG00000169429,10932.934375096753,-0.5875380137077729,0.5670880224825141,-1.0360614056628032,0.3001734960272665,0.999963851841025,protein_coding
NUCKS1,ENSG00000069275,10921.184347758937,0.02282380082288218,0.24674521793559784,0.09249946569922723,0.926301215712541,0.999963851841025,protein_coding
COL5A1,ENSG00000130635,11081.8868388817,0.37333718020735435,0.25966878003196825,1.4377438064036507,0.15050675871340408,0.999963851841025,protein_coding
PFN1,ENSG00000108518,10661.257631034308,-0.20470926527321043,0.21020072995928718,-0.9738751397907116,0.3301185387188676,0.999963851841025,protein_coding
SPTAN1,ENSG00000197694,10723.71165551117,0.022178721488002637,0.2403003205894064,0.09229584643750319,0.9264629883485717,0.999963851841025,protein_coding
BSG,ENSG00000172270,10661.998685770895,-0.11884358152011111,0.12335380062437636,-0.9634367236239499,0.3353284043922066,0.999963851841025,protein_coding
SEPT9,ENSG00000184640,10748.630633078055,0.069637922522567,0.07475422370157074,0.9315583665288435,0.3515648076609059,0.999963851841025,protein_coding
KRT8,ENSG00000170421,10650.968643123399,0.14329373586922972,0.18612554912144819,0.7698767662236934,0.4413729971368816,0.999963851841025,protein_coding
TPM3,ENSG00000143549,10612.56894995845,0.07598356656311674,0.15856394533170143,0.4791982591260957,0.6317975926010914,0.999963851841025,protein_coding
NCL,ENSG00000115053,10645.351909097273,0.18428693917691769,0.22937904335332432,0.8034166351154017,0.4217339632307184,0.999963851841025,protein_coding
EIF4G1,ENSG00000114867,10557.197389513713,0.007976724945705891,0.1538595801314346,0.05184418766053937,0.9586528462105125,0.999963851841025,protein_coding
AKR1B1,ENSG00000085662,10324.655015688895,-0.6817291938933236,0.1222924930508639,-5.5745792475567475,2.4812883456540056e-8,5.885615955891301e-5,protein_coding
HNRNPH1,ENSG00000169045,10514.49837250299,0.09743781860988193,0.15878172175472463,0.6136589119520781,0.5394407451006074,0.999963851841025,protein_coding
TXNRD1,ENSG00000198431,10414.44380614436,-0.07248533181923818,0.3644276289748136,-0.19890185610555833,0.8423395175630072,0.999963851841025,protein_coding
RPL27A,ENSG00000166441,10376.090505368766,-0.15667287182937953,0.17575967979895937,-0.8914039443437081,0.37271250244097126,0.999963851841025,protein_coding
UBC,ENSG00000150991,10349.039180670827,-0.028117440072231593,0.1024403344351659,-0.274476261984746,0.7837186435730903,0.999963851841025,protein_coding
RPS9,ENSG00000170889,10401.349586083497,0.13397871601217462,0.12763262962559765,1.0497215046433879,0.29384617369051913,0.999963851841025,protein_coding
VCP,ENSG00000165280,10382.077869956041,0.12263144591855848,0.16690738315677756,0.7347275093479221,0.4625054630486768,0.999963851841025,protein_coding
STMN1,ENSG00000117632,10415.918380698895,0.40780911579820583,0.30682227613456875,1.3291379000765426,0.18380247836115618,0.999963851841025,protein_coding
MAP1B,ENSG00000131711,10289.381411747761,0.045163152524960476,0.10732084669974146,0.42082366952728556,0.6738838463651236,0.999963851841025,protein_coding
RPL7,ENSG00000147604,10260.66710998468,-0.007481528905450783,0.12618962906400027,-0.05928798555748457,0.9527227304181298,0.999963851841025,protein_coding
GNB1,ENSG00000078369,10133.073227343275,-0.06854264696048819,0.16288883163909137,-0.4207940241867311,0.6739054956748227,0.999963851841025,protein_coding
DDX3X,ENSG00000215301,10015.273055103102,-0.03362215212540474,0.12526050736399663,-0.26841781845655116,0.788377725449133,0.999963851841025,protein_coding
IQGAP1,ENSG00000140575,9923.442603277741,-0.0326820067529429,0.14992568132688858,-0.21798804890327694,0.8274384231194518,0.999963851841025,protein_coding
RPL18A,ENSG00000105640,9847.303915117645,-0.14746973516346792,0.34204242065858287,-0.4311445781477148,0.6663632489501219,0.999963851841025,protein_coding
